구분,음식군,음식명,"음식총량
(ml)",식품명,식품코드,"식품
재료량
(g)",+/*,비고
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"양파, 생것",F1320000000a,0.7,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"오이, 개량종, 생것",F1480010000a,13.19,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"치커리, 잎, 생것",F178000B140a,1.67,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"콩나물, 생것",F1820000000a,14.46,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"콩나물, 삶은것",F1820000009b,11.09,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"호박, 애호박, 생것",F1980050000a,3.74,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"호박, 쥬키니, 생것",F1980060000a,2.21,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"김치, 배추 김치",F2050070009a,5.58,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"소고기, 한우(1등급), 목심(목심살), 생것",I027006D130a,1.04,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"소고기, 한우(1등급), 사태(앞사태), 생것",I027006D940a,0.74,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"달걀, 생것",J0030000000a,8.2,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"달걀부침, 부친것",J0040000009m,22.1,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"가다랑어, 유지통조림",K001000000Sa,44.74,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"김, 맛김, 조미, 구운것",L0030040009f,2.15,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"미역, 줄기, 생것",L013000B160a,3.43,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,마가린,N0060000009a,0.1,+,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,참기름,N0200000009a,1.63,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,콩기름,N0220000009a,0.68,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"고추장, 개량",R0050010009a,15.89,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,초고추장,R0060000009a,3.47,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"고춧가루, 가루",R0070000005a,0.47,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,소금,R0200000009a,0.34,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"식초, 양조",R0220060009a,0.42,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,쌈장,R0230000009a,0.1,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,조미료,R0310000009a,0.0045,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"조미료, 쇠고기맛, 가루 ",R0310001905a,0.095,,
음식업소,밥류,"비빔밥, 참치(양념장포함)",600,"후추, 검은후추, 가루 ",R0410010005a,0.003,,
음식업소,밥류,영양돌솥밥,350,"멥쌀, 백미, 생것",A008000A030a,76.22,,
음식업소,밥류,영양돌솥밥,350,"멥쌀, 흑미벼, 현미, 생것",A008033A060a,4.16,,
음식업소,밥류,영양돌솥밥,350,"조, 차조, 도정, 생것",A037002A010a,0.15,,
음식업소,밥류,영양돌솥밥,350,"찹쌀, 백미, 생것",A038000A030a,20.57,,
음식업소,밥류,영양돌솥밥,350,"고구마, 분질(밤) 고구마, 생것",B0060150000a,3.56,,
음식업소,밥류,영양돌솥밥,350,"강낭콩, 생것",D0010000000a,3.89,,
음식업소,밥류,영양돌솥밥,350,"완두, 말린것",D0080000001a,0.17,,
음식업소,밥류,영양돌솥밥,350,"콩(대두), 서리태, 말린것",D0120050001a,1.78,,
음식업소,밥류,영양돌솥밥,350,"팥, 붉은팥, 말린것",D0180020001a,0.45,,
음식업소,밥류,영양돌솥밥,350,"땅콩, 볶은것",E0070000009n,0.021,,
음식업소,밥류,영양돌솥밥,350,"밤, 생것",E0140000000a,3.59,,
음식업소,밥류,영양돌솥밥,350,"은행, 생것",E0220000000a,2.92,,
음식업소,밥류,영양돌솥밥,350,"잣, 말린것",E0230000001a,0.27,,
음식업소,밥류,영양돌솥밥,350,"호두, 볶은것",E0350000009n,0.58,,
음식업소,밥류,영양돌솥밥,350,"호박씨, 말린것",E0360000001a,0.18,,
음식업소,밥류,영양돌솥밥,350,"녹색완두, 미숙, 데친것",F0350000589c,0.021,,
음식업소,밥류,영양돌솥밥,350,"호박, 단호박, 생것",F1980040000a,2.36,,
음식업소,밥류,영양돌솥밥,350,"대추, 말린것",H0160000001a,1.76,,
음식업소,밥류,영양돌솥밥,350,"인삼, 수삼, 생것",T0210020000a,0.8,,
음식업소,밥류,오므라이스,450,"멥쌀, 백미, 생것",A008000A030a,24.3,,
음식업소,밥류,오므라이스,450,"멥쌀밥, 백미",A013000A039a,123.48,,
음식업소,밥류,오므라이스,450,"옥수수, 가당, 통조림",A030000E01Ra,3.86,,
음식업소,밥류,오므라이스,450,"설탕, 백설탕",C0110020009a,0.31,,
음식업소,밥류,오므라이스,450,"참깨, 흰깨, 볶은것",E0260020009n,0.057,,
음식업소,밥류,오므라이스,450,"당근, 뿌리, 생것",F041000B090a,12.69,,
음식업소,밥류,오므라이스,450,"양배추, 생것",F1290000000a,2.68,,
음식업소,밥류,오므라이스,450,"양파, 생것",F1320000000a,15.09,,
음식업소,밥류,오므라이스,450,"파, 실파, 생것",F1910020000a,0.15,,
음식업소,밥류,오므라이스,450,"파, 대파, 생것",F1910040000a,1.22,,
음식업소,밥류,오므라이스,450,"피망, 초록색, 생것",F196000C050a,5.16,,
음식업소,밥류,오므라이스,450,"호박, 애호박, 생것",F1980050000a,5.27,,
음식업소,밥류,오므라이스,450,"햄, 등심햄",I0170010009a,9.88,,
음식업소,밥류,오므라이스,450,"달걀, 생것",J0030000000a,65.17,,
음식업소,밥류,오므라이스,450,돼지기름,N0020000009a,0.11,+,
음식업소,밥류,오므라이스,450,마가린,N0060000009a,0.067,+,
음식업소,밥류,오므라이스,450,버터,N0080000009a,0.015,+,
음식업소,밥류,오므라이스,450,옥수수기름,N0160000009a,0.36,+,
음식업소,밥류,오므라이스,450,참기름,N0200000009a,0.54,,
음식업소,밥류,오므라이스,450,콩기름,N0220000009a,8.51,,
음식업소,밥류,오므라이스,450,돈까스 소스,R0110000009a,15.01,,
음식업소,밥류,오므라이스,450,소금,R0200000009a,0.88,,
음식업소,밥류,오므라이스,450,조미료,R0310000009a,0.023,,
음식업소,밥류,오므라이스,450,"조미료, 쇠고기맛, 가루 ",R0310001905a,0.1,,
음식업소,밥류,오므라이스,450,"토마토 소스, 케첩",R0380010009a,18.33,,
음식업소,밥류,오므라이스,450,"후추, 검은후추, 가루 ",R0410010005a,0.029,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"멥쌀, 백미, 생것",A008000A030a,4.41,*,
음식업소,밥류,우럭회덮밥(양념장포함),750,"멥쌀밥, 백미",A013000A039a,190.72,,
음식업소,밥류,우럭회덮밥(양념장포함),750,물엿,C0070000009a,3.63,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"설탕, 백설탕",C0110020009a,1.72,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"참깨, 흰깨, 볶은것",E0260020009n,0.98,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"고추, 풋고추, 생것",F0180000620a,0.54,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"고추, 청양고추, 생것",F0180080000a,0.6,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"당근, 뿌리, 생것",F041000B090a,11.68,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"들깻잎, 생것",F049000B140a,5.95,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"마늘, 구근, 생것",F053000B060a,0.64,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"무, 조선무, 생것",F065002B090a,5.87,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"무순, 싹, 생것",F066000B120a,1.92,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"미나리, 물미나리, 생것",F0770030000a,2.07,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"비타민채, 싹, 생것",F094000B120a,1.59,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"상추, 치마상추, 청상추, 생것",F1010162490a,13.25,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"상추, 치마상추, 적상추, 생것",F1010162500a,1.37,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"생강, 뿌리줄기, 생것",F102000B100a,0.22,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"쑥갓, 생것",F1190000000a,1.81,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"양배추, 생것",F1290000000a,18.09,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"양배추, 적양배추, 생것",F1290010000a,2.75,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"양상추, 생것",F1310000000a,4.43,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"양파, 생것",F1320000000a,5.92,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"오이, 개량종, 생것",F1480010000a,14.09,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"유채, 싹, 생것",F157000B120a,0.4,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"날치 부산물, 알, 생것",K025000D590a,3.32,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"볼락, 조피볼락(우럭), 생것",K0960070000a,91.19,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"김, 맛김, 조미, 구운것",L0030040009f,1.68,,
음식업소,밥류,우럭회덮밥(양념장포함),750,참기름,N0200000009a,1.69,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"탄산 음료, 사이다",P0090030009a,3.2,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"탄산 음료, 콜라",P0090090009a,0.25,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"청주, 알코올 16%",Q0140001759a,0.68,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"고추장, 개량",R0050010009a,9.54,,
음식업소,밥류,우럭회덮밥(양념장포함),750,초고추장,R0060000009a,5.07,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"고춧가루, 가루",R0070000005a,0.72,,
음식업소,밥류,우럭회덮밥(양념장포함),750,소금,R0200000009a,0.013,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"소금, 굵은소금",R0200001859a,0.042,,
음식업소,밥류,우럭회덮밥(양념장포함),750,"식초, 양조",R0220060009a,2.49,,
음식업소,밥류,"주먹밥, 배추김치",320,"멥쌀, 백미, 생것",A008000A030a,14.36,,
음식업소,밥류,"주먹밥, 배추김치",320,"멥쌀밥, 백미",A013000A039a,158.66,,
음식업소,밥류,"주먹밥, 배추김치",320,"설탕, 백설탕",C0110020009a,0.083,,
음식업소,밥류,"주먹밥, 배추김치",320,"참깨, 흰깨, 볶은것",E0260020009n,2.99,,
음식업소,밥류,"주먹밥, 배추김치",320,"김치, 배추 김치",F2050070009a,31.88,,
음식업소,밥류,"주먹밥, 배추김치",320,"김, 맛김, 조미, 구운것",L0030040009f,1.77,,
음식업소,밥류,"주먹밥, 배추김치",320,들기름,N0030000009a,0.0066,+,
음식업소,밥류,"주먹밥, 배추김치",320,참기름,N0200000009a,1.14,,
음식업소,밥류,"주먹밥, 배추김치",320,콩기름,N0220000009a,0.46,,
음식업소,밥류,"주먹밥, 배추김치",320,"고춧가루, 가루",R0070000005a,0.026,,
음식업소,밥류,"주먹밥, 배추김치",320,소금,R0200000009a,0.69,,
음식업소,밥류,"주먹밥, 배추김치",320,"조미료, 쇠고기맛, 가루 ",R0310001905a,0.026,,
음식업소,밥류,"주먹밥, 참치",300,"멥쌀, 백미, 생것",A008000A030a,13.98,,
음식업소,밥류,"주먹밥, 참치",300,"멥쌀밥, 백미",A013000A039a,153.68,,
음식업소,밥류,"주먹밥, 참치",300,"설탕, 백설탕",C0110020009a,0.064,,
음식업소,밥류,"주먹밥, 참치",300,"참깨, 흰깨, 볶은것",E0260020009n,2.91,,
음식업소,밥류,"주먹밥, 참치",300,"당근, 뿌리, 생것",F041000B090a,0.47,,
음식업소,밥류,"주먹밥, 참치",300,"양파, 생것",F1320000000a,1.73,,
음식업소,밥류,"주먹밥, 참치",300,"피망, 초록색, 생것",F196000C050a,0.3,,
음식업소,밥류,"주먹밥, 참치",300,"가다랑어, 유지통조림",K001000000Sa,25.09,,
음식업소,밥류,"주먹밥, 참치",300,"김, 맛김, 조미, 구운것",L0030040009f,1.64,,
음식업소,밥류,"주먹밥, 참치",300,참기름,N0200000009a,1.02,,
음식업소,밥류,"주먹밥, 참치",300,"마요네즈, 전란",R0150020009a,4.82,,
음식업소,밥류,"주먹밥, 참치",300,소금,R0200000009a,0.59,,
음식업소,밥류,"주먹밥, 참치",300,"식초, 양조",R0220060009a,0.14,,
음식업소,밥류,"주먹밥, 참치",300,"후추, 검은후추, 가루 ",R0410010005a,0.0088,,
음식업소,밥류,짜장밥,520,"멥쌀, 백미, 생것",A008000A030a,18.13,,
음식업소,밥류,짜장밥,520,"멥쌀밥, 백미",A013000A039a,140.98,,
음식업소,밥류,짜장밥,520,"감자, 대지, 생것",B0010060000a,7.32,,
음식업소,밥류,짜장밥,520,"전분, 감자, 가루",B0140010005a,3.11,,
음식업소,밥류,짜장밥,520,"설탕, 백설탕",C0110020009a,2.25,,
음식업소,밥류,짜장밥,520,"참깨, 흰깨, 볶은것",E0260020009n,0.13,,
음식업소,밥류,짜장밥,520,"녹색완두, 미숙, 통조림",F035000058Ra,0.24,,
음식업소,밥류,짜장밥,520,"당근, 뿌리, 생것",F041000B090a,2.06,,
음식업소,밥류,짜장밥,520,"마늘, 구근, 생것",F053000B060a,0.2,,
음식업소,밥류,짜장밥,520,"배추, 생것",F0870000000a,5.04,,
음식업소,밥류,짜장밥,520,"양배추, 생것",F1290000000a,26.22,,
음식업소,밥류,짜장밥,520,"양파, 생것",F1320000000a,75.93,,
음식업소,밥류,짜장밥,520,"오이, 개량종, 생것",F1480010000a,1.15,,
음식업소,밥류,짜장밥,520,"파, 대파, 생것",F1910040000a,2.9,,
음식업소,밥류,짜장밥,520,"호박, 애호박, 생것",F1980050000a,2,,
음식업소,밥류,짜장밥,520,"호박, 쥬키니, 생것",F1980060000a,1.47,,
음식업소,밥류,짜장밥,520,"돼지고기, 뒷다리, 생것",I014000D100a,4.51,,
음식업소,밥류,짜장밥,520,"돼지고기, 등심, 생것",I014000D110a,5.82,,
음식업소,밥류,짜장밥,520,"돼지고기, 목심(목심살), 생것",I014000D130a,3.06,,
음식업소,밥류,짜장밥,520,"돼지고기, 사태, 생것",I014000D140a,2.48,,
음식업소,밥류,짜장밥,520,"돼지고기, 안심(안심살), 생것",I014000D200a,0.13,+,
음식업소,밥류,짜장밥,520,"돼지고기, 앞다리(앞다리살), 생것",I014000D770a,0.69,+,
음식업소,밥류,짜장밥,520,"달걀, 생것",J0030000000a,17.92,,
음식업소,밥류,짜장밥,520,돼지기름,N0020000009a,0.83,,
음식업소,밥류,짜장밥,520,콩기름,N0220000009a,5.86,,
음식업소,밥류,짜장밥,520,"간장, 양조",R0010010009a,1.5,,
음식업소,밥류,짜장밥,520,소금,R0200000009a,0.36,,
음식업소,밥류,짜장밥,520,"짜장 소스, 가루",R0280000005a,0.54,+,
음식업소,밥류,짜장밥,520,조미료,R0310000009a,1.25,,
음식업소,밥류,짜장밥,520,춘장,R0580000009a,14.16,,
음식업소,밥류,참치덮밥,580,"멥쌀밥, 백미",A013000A039a,220.31,,
음식업소,밥류,참치덮밥,580,물엿,C0070000009a,2.38,,
음식업소,밥류,참치덮밥,580,"설탕, 백설탕",C0110020009a,2.36,,
음식업소,밥류,참치덮밥,580,"참깨, 흰깨, 볶은것",E0260020009n,0.085,,
음식업소,밥류,참치덮밥,580,"고추, 청양고추, 생것",F0180080000a,1.74,,
음식업소,밥류,참치덮밥,580,"당근, 뿌리, 생것",F041000B090a,6.34,,
음식업소,밥류,참치덮밥,580,"들깻잎, 생것",F049000B140a,0.4,,
음식업소,밥류,참치덮밥,580,"마늘, 구근, 생것",F053000B060a,1.45,,
음식업소,밥류,참치덮밥,580,"생강, 뿌리줄기, 생것",F102000B100a,0.44,,
음식업소,밥류,참치덮밥,580,"양배추, 생것",F1290000000a,19.6,,
음식업소,밥류,참치덮밥,580,"양파, 생것",F1320000000a,31.35,,
음식업소,밥류,참치덮밥,580,"파, 대파, 생것",F1910040000a,8.6,,
음식업소,밥류,참치덮밥,580,"호박, 애호박, 생것",F1980050000a,2.95,,
음식업소,밥류,참치덮밥,580,"호박, 쥬키니, 생것",F1980060000a,1.3,,
음식업소,밥류,참치덮밥,580,"김치, 배추 김치",F2050070009a,28.23,,
음식업소,밥류,참치덮밥,580,"가다랑어, 유지통조림",K001000000Sa,82.62,,
음식업소,밥류,참치덮밥,580,멸치 육수,K0680000009a,7.41,,
음식업소,밥류,참치덮밥,580,"김, 맛김, 조미, 구운것",L0030040009f,0.27,,
음식업소,밥류,참치덮밥,580,유채씨기름,N0180000009a,0.43,+,
음식업소,밥류,참치덮밥,580,참기름,N0200000009a,0.77,,
음식업소,밥류,참치덮밥,580,콩기름,N0220000009a,6.11,,
음식업소,밥류,참치덮밥,580,"간장, 양조",R0010010009a,4.07,,
음식업소,밥류,참치덮밥,580,"고추장, 개량",R0050010009a,6.06,,
음식업소,밥류,참치덮밥,580,"고춧가루, 가루",R0070000005a,3.88,,
음식업소,밥류,참치덮밥,580,소금,R0200000009a,0.28,,
음식업소,밥류,참치덮밥,580,"소금, 굵은소금",R0200001859a,0.023,,
음식업소,밥류,참치덮밥,580,"조미료, 쇠고기맛, 가루 ",R0310001905a,3.34,,
음식업소,밥류,참치덮밥,580,"후추, 검은후추, 가루 ",R0410010005a,0.15,,
음식업소,밥류,참치회덮밥(양념장포함),600,"멥쌀, 백미, 생것",A008000A030a,8.45,,
음식업소,밥류,참치회덮밥(양념장포함),600,"멥쌀밥, 백미",A013000A039a,152.05,,
음식업소,밥류,참치회덮밥(양념장포함),600,물엿,C0070000009a,0.51,,
음식업소,밥류,참치회덮밥(양념장포함),600,"설탕, 백설탕",C0110020009a,1.99,,
음식업소,밥류,참치회덮밥(양념장포함),600,"참깨, 흰깨, 볶은것",E0260020009n,0.42,,
음식업소,밥류,참치회덮밥(양념장포함),600,"고추, 풋고추, 생것",F0180000620a,0.57,,
